,Titulo,action,adventure,mistery,comedy,family,sciFi,fantasy,animation,horror,thriller,drama,biography,music,western,war,crime,romance,sport,musical
576,The Finest Hours,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,Tron,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
578,The Hunger Games: Catching Fire,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,All Good Things,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
580,Kickboxer: Vengeance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,The Last Airbender,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Sex Tape,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,What to Expect When You're Expecting,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
584,Moneyball,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
585,Ghost Rider,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
586,Unbroken,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
587,Immortals,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
588,Sunshine,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
589,Brave,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
590,Män som hatar kvinnor,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
591,Adoration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
592,The Drop,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
593,She's the Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
594,Daddy's Home,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Let Me In,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
596,Never Back Down,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
597,Grimsby,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Moon,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
599,Megamind,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,Gangster Squad,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
601,Blood Father,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
602,He's Just Not That Into You,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
603,Kung Fu Panda 3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
604,The Rise of the Krays,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
605,Handsome Devil,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
606,Winter's Bone,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
607,Horrible Bosses,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,Mommy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
609,Hellboy II: The Golden Army,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610,Beautiful Creatures,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
611,Toni Erdmann,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
612,The Lovely Bones,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
613,The Assassination of Jesse James by the Coward Robert Ford,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
614,Don Jon,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
615,Bastille Day,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
616,2307: Winter's Dream,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Free State of Jones,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
618,Mr. Right,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
619,The Secret Life of Walter Mitty,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
620,Dope,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
621,Underworld Awakening,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
622,Antichrist,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
623,Friday the 13th,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
624,Taken 3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
625,Total Recall,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,X-Men: The Last Stand,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627,The Escort,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
628,The Whole Truth,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
629,Night at the Museum: Secret of the Tomb,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Love & Other Drugs,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
631,The Interview,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,The Host,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
633,Megan Is Missing,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
634,WALL·E,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635,Knocked Up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
636,Source Code,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
637,Lawless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
638,Unfriended,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
639,American Reunion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,The Pursuit of Happyness,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
641,Relatos salvajes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
642,The Ridiculous 6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,Frantz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
644,Viral,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
645,Gran Torino,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,Burnt,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647,Tall Men,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
648,Sleeping Beauty,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
649,Vampire Academy,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650,Sweeney Todd: The Demon Barber of Fleet Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
651,Solace,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
652,Insidious,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
653,Popstar: Never Stop Never Stopping,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,The Levelling,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
655,Public Enemies,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
656,Boyhood,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
657,Teenage Mutant Ninja Turtles,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Eastern Promises,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
659,The Daughter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
660,Pineapple Express,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
661,The First Time,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
662,Gone Baby Gone,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
663,The Heat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
664,L'avenir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,Anna Karenina,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
666,Regression,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
667,Ted 2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
668,Pain & Gain,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
669,Blood Diamond,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
670,Devil's Knot,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
671,Child 44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
672,The Hurt Locker,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
673,Green Lantern,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,War on Everyone,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,The Mist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,Escape Plan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
677,"Love, Rosie",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
678,The DUFF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,The Age of Shadows,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
680,The Hunger Games: Mockingjay - Part 1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
681,We Need to Talk About Kevin,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
682,Love & Friendship,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
683,The Mortal Instruments: City of Bones,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
684,Seven Pounds,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
685,The King's Speech,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
686,Hunger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
687,Jumper,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Toy Story 3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
689,Tinker Tailor Soldier Spy,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
690,Resident Evil: Retribution,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
691,Dear Zindagi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
692,Genius,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
693,Pompeii,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
694,Life of Pi,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
695,Hachi: A Dog's Tale,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
696,10 Years,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
697,I Origins,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
698,Live Free or Die Hard,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
699,The Matchbreaker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
700,Funny Games,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
701,Ted,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
702,RED,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
703,Australia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
704,Faster,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
705,The Neighbor,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
706,The Adjustment Bureau,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
707,The Hollars,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
708,The Judge,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
709,Closed Circuit,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
710,Transformers: Revenge of the Fallen,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711,La tortue rouge,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
712,The Book of Life,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
713,Incendies,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
714,The Heartbreak Kid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
715,Happy Feet,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
716,Entourage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,The Strangers,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
718,Noah,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
719,Neighbors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Nymphomaniac: Vol. II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,Wild,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
722,Grown Ups,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Blair Witch,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
724,The Karate Kid,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,Dark Shadows,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
726,Friends with Benefits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
727,The Illusionist,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
728,The A-Team,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,The Guest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730,The Internship,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Paul,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
732,This Beautiful Fantastic,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
733,The Da Vinci Code,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
734,Mr. Church,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
735,Hugo,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736,The Blackcoat's Daughter,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
737,Body of Lies,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
738,Knight of Cups,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
739,The Mummy: Tomb of the Dragon Emperor,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
740,The Boss,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Hands of Stone,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
742,El secreto de sus ojos,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
743,True Grit,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
744,We Are Your Friends,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
745,A Million Ways to Die in the West,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
746,Only for One Night,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
747,Rules Don't Apply,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
748,Ouija: Origin of Evil,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
749,Percy Jackson: Sea of Monsters,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
750,Fracture,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
751,Oculus,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
752,In Bruges,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
753,This Means War,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
754,Lída Baarová,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
755,The Road,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,Lavender,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
757,Deuces,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
758,Conan the Barbarian,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,The Fighter,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
760,August Rush,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
761,Chef,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762,Eye in the Sky,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
763,Eagle Eye,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
764,The Purge,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
765,PK,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
766,Ender's Game,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Indiana Jones and the Kingdom of the Crystal Skull,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
768,Paper Towns,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
769,High-Rise,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
770,Quantum of Solace,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
771,The Assignment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
772,How to Train Your Dragon,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
773,Lady in the Water,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
774,The Fountain,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
775,Cars 2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
776,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
777,Final Girl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,Chalk It Up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,The Man Who Knew Infinity,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
780,Unknown,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
781,Self/less,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Mr. Brooks,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
783,Tramps,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
784,Before We Go,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
785,Captain Phillips,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
786,The Secret Scripture,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
787,Max Steel,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Hotel Transylvania 2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789,Hancock,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
790,Sisters,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,The Family,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
792,Zack and Miri Make a Porno,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,Ma vie de Courgette,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
794,Man on a Ledge,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
795,No Strings Attached,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
796,Rescue Dawn,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
797,Despicable Me 2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,A Walk Among the Tombstones,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
799,The World's End,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Yoga Hosers,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
801,Seven Psychopaths,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
802,Beowulf,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
803,Jack Ryan: Shadow Recruit,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
804,1408,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
805,The Gambler,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
806,Prince of Persia: The Sands of Time,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,The Spectacular Now,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
808,A United Kingdom,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
809,USS Indianapolis: Men of Courage,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
810,Turbo Kid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Mama,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
812,Orphan,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
813,To Rome with Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
814,Fantastic Mr. Fox,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,Inside Man,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
816,I.T.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
817,127 Hours,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
818,Annabelle,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
819,Wolves at the Door,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
820,Suite Française,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
821,The Imaginarium of Doctor Parnassus,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
822,G.I. Joe: The Rise of Cobra,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Christine,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
824,Man Down,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
825,Crawlspace,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
826,Shut In,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
827,The Warriors Gate,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
828,Grindhouse,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
829,Disaster Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,Rocky Balboa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
831,Diary of a Wimpy Kid: Dog Days,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Jane Eyre,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
833,Fool's Gold,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,The Dictator,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,The Loft,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
836,Bacalaureat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
837,You Don't Mess with the Zohan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Exposed,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
839,Maudie,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
840,Horrible Bosses 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
841,A Bigger Splash,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
842,Melancholia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
843,The Princess and the Frog,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
844,Unstoppable,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
845,Flight,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
846,Home,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
847,La migliore offerta,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
848,Mean Dreams,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
849,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
850,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
851,Begin Again,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
852,Out of the Furnace,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
853,Vicky Cristina Barcelona,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
854,Kung Fu Panda,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
855,Barbershop: The Next Cut,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
856,Terminator Salvation,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
857,Freedom Writers,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
858,The Hills Have Eyes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,Changeling,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
860,Remember Me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
861,Koe no katachi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
862,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Locke,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
864,The 9th Life of Louis Drax,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
